display_name,unique_label,team,pos,cost,own,player_code,full_name,team_code,name_ambiguous,player,cold_start,model_total,model_gw1_6,value_per_m,model_gw1,model_gw2,model_gw3,model_gw4,model_gw5,model_gw6,model_gw7,model_gw8,model_gw9,model_gw10,ffs_total,ffs_value_per_m,ffs_gw1,ffs_gw2,ffs_gw3,ffs_gw4,ffs_gw5,ffs_gw6,ffs_minus_model_1_6,solio_gw1,ffs_matched,model_attack_pts,model_cs_pts,model_defcon_pts,model_sd_mean,model_p95_mean,p_start_prior,exp_minutes,exp_minutes_src,minutes_prior,npxgi_rate90,xa_rate90,defcon_rate90,pen_xg90,pen_order,fk_order,corner_order,pl_apps,pl_minutes,pl_xg,pl_xa,pl_xg90,pl_xa90,pl_shots,pl_goals,pl_assists,xi_starts,xi_sheets,xi_rate,pre_minutes,pre_apps,pre_mean_minutes,pre_xg,pre_xa,own_att_strength,own_def_strength,own_att_rank,own_def_rank,own_market_z,own_blended_elo,title_odds_dec,releg_odds_dec,xga_env,ppda_2627,press_factor,promoted,ffs_price
B. Kamara (AVL),B. Kamara (AVL),Aston Villa,MID,5.0,0.4,226944,Boubacar Kamara,AVL,True,Kamara,False,15.69,9.54,3.138,1.53,1.43,1.81,1.61,1.58,1.58,1.59,1.47,1.62,1.48,15.43,3.086,2.66,2.32,2.85,2.66,2.34,2.6,5.890000000000001,,True,12.789,1.264,1.637,2.0042,5.025399999999999,0.594643841737817,85.24583333333332,player history,2272.5,0.1129863417170495,0.0671320575577296,9.272076372315038,0.0,,,,18.0,1410.0,0.5,0.85498945,0.03191489361702128,0.05457379468085107,7.0,1.0,3.0,17.0,18.0,0.9444444444444444,161.0,3.0,53.666666666666664,0.0,0.0,0.0916761005372474,-0.0195020800368329,8,11,0.667472079995315,1921.0,26.0,26.0,1.4559886468855003,12.45,0.9473005095465162,0,5.0
Grealish,Grealish (MCI),Man City,MID,6.5,0.2,114283,Jack Grealish,MCI,False,Grealish,False,15.69,9.36,2.413846153846154,1.62,1.35,1.83,1.44,1.63,1.49,1.84,1.47,1.55,1.46,5.699999999999999,0.8769230769230768,1.39,0.95,1.06,0.74,0.93,0.63,-3.66,,True,14.043000000000001,1.056,0.591,2.7984,7.8671999999999995,0.3851856110599853,86.31139705882353,player history,1984.5,0.3138536178464876,0.204922132104198,7.646390801334374,0.0,,,,20.0,1627.0,2.15,3.55841635,0.11893054701905346,0.19683925722188075,26.0,2.0,6.0,18.0,20.0,0.9,45.0,1.0,45.0,0.0,0.09,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,6.5
Hutchinson,Hutchinson (NFO),Nott'm Forest,MID,5.5,0.2,503301,Omari Hutchinson,NFO,False,Hutchinson,False,15.66,9.58,2.847272727272727,1.62,1.33,1.7,1.54,1.82,1.57,1.41,1.71,1.49,1.48,5.94,1.08,0.96,0.83,0.99,0.92,1.19,1.05,-3.6399999999999997,,True,14.045,1.079,0.536,2.2611999999999997,6.646299999999999,0.3883745961383766,84.13835227272727,player history,2971.0,0.2660748506490191,0.1565567055323844,7.202743902439025,0.0,,,4.0,32.0,1676.0,1.94,4.16660439,0.10417661097852028,0.22374367249403337,25.0,1.0,7.0,17.0,36.0,0.4722222222222222,,,,,,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
McNeil,McNeil (CRY),Crystal Palace,MID,5.5,0.2,433154,Dwight McNeil,CRY,False,McNeil,False,15.61,9.85,2.838181818181818,1.38,2.66,1.38,1.62,1.37,1.44,1.31,1.55,1.45,1.45,17.229999999999997,3.1327272727272724,3.03,2.74,2.78,3.33,2.61,2.74,7.379999999999997,,True,13.474,0.9309999999999999,1.205,2.3034,6.2886,0.3506438239408209,83.12182539682539,player history,1846.5,0.2908186218489009,0.1824777766400008,8.55361596009975,0.0,,,,26.0,1161.0,1.3900000000000001,1.95585139,0.10775193798449613,0.15161638682170542,24.0,0.0,3.0,14.0,36.0,0.3888888888888889,77.0,2.0,77.0,0.0,0.01,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.5
Madueke,Madueke (ARS),Arsenal,MID,6.5,0.3,248857,Noni Madueke,ARS,False,Madueke,False,15.5,9.0,2.3846153846153846,1.76,1.35,1.53,1.42,1.34,1.6,1.42,1.56,1.41,2.12,15.24,2.3446153846153845,3.76,2.36,2.41,2.33,2.16,2.22,6.24,,True,14.516,0.9470000000000001,0.037,2.7857,7.858,0.2415068864442412,76.28262411347518,player history,2228.0,0.3959532912986445,0.1625267142637923,5.997305792546027,0.0,,,6.0,29.0,1205.0,1.27,2.6768435200000003,0.09485477178423236,0.1999302214107884,26.0,3.0,1.0,16.0,32.0,0.5,88.0,2.0,44.0,0.02,0.05,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,6.5
McAtee,McAtee (NFO),Nott'm Forest,MID,5.5,0.0,432714,James McAtee,NFO,False,McAtee,False,15.47,10.43,2.812727272727273,1.39,3.55,1.44,1.28,1.52,1.25,1.17,1.41,1.24,1.21,2.5500000000000003,0.4636363636363637,0.43,0.36,0.43,0.39,0.51,0.43,-7.879999999999999,,True,14.524000000000001,0.4,0.546,2.2533000000000003,6.765600000000001,0.0856225303010946,83.33376623376623,player history,459.0,0.3764104126331811,0.1452289296937088,9.083969465648854,0.0,,,2.0,21.0,288.0,0.18,0.39573773,0.056249999999999994,0.123668040625,4.0,0.0,1.0,2.0,35.0,0.05714285714285714,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
Mazraoui,Mazraoui (MUN),Man United,DEF,4.5,0.7,230001,Noussair Mazraoui,MUN,False,Mazraoui,False,15.39,9.379999999999999,3.42,1.89,1.5,1.53,1.29,1.48,1.69,1.51,1.53,1.31,1.65,4.4,0.9777777777777779,1.03,0.8,0.66,0.59,0.67,0.65,-4.979999999999999,,True,8.709,3.983,2.698,2.5129,7.8194,0.3268323860551791,82.76442307692307,player history,2401.0,0.0737999643820167,0.0559532412061922,9.777723031764337,0.0,,,,24.0,977.0,0.19,0.34367604,0.01750255885363357,0.03165900061412487,5.0,0.0,0.0,10.0,25.0,0.4,136.0,3.0,45.333333333333336,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,4.5
Maatsen,Maatsen (AVL),Aston Villa,DEF,4.5,0.8,441302,Ian Maatsen,AVL,False,Maatsen,False,15.25,9.44,3.388888888888889,1.42,1.29,1.99,1.64,1.54,1.56,1.55,1.33,1.67,1.27,20.07,4.46,3.05,2.68,4.17,3.72,2.78,3.67,10.63,,True,11.237,3.132,0.881,2.4898,6.964699999999999,0.2617269358453049,83.249063670412,player history,2154.0,0.203853079277759,0.1475739622207232,7.756334056399131,0.0,,,,33.0,1590.0,1.3,2.33111118,0.07358490566037736,0.13194968943396226,19.0,0.0,1.0,17.0,38.0,0.4473684210526316,214.0,3.0,71.33333333333333,0.0,0.0,0.0916761005372474,-0.0195020800368329,8,11,0.667472079995315,1921.0,26.0,26.0,1.4559886468855003,12.45,0.9473005095465162,0,4.5
Nmecha,Nmecha (LEE),Leeds,FWD,5.5,0.6,174594,Lukas Nmecha,LEE,False,Nmecha,False,15.17,9.0,2.7581818181818183,1.44,1.68,1.37,1.73,1.57,1.21,1.57,1.41,1.47,1.72,5.49,0.9981818181818182,1.04,1.19,0.77,0.88,0.92,0.69,-3.51,,True,15.162,0.0,0.008,2.2382,6.6854,0.1797304891169915,76.97619047619048,player history,1065.0,0.5129783809453471,0.0891750858395833,4.7858197932053175,0.0,2.0,,,32.0,1065.0,7.2700000000000005,1.56872295,0.6143661971830986,0.1325681366197183,29.0,6.0,1.0,10.0,33.0,0.30303030303030304,123.0,5.0,30.75,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,5.5
Barkley,Barkley (AVL),Aston Villa,MID,5.0,0.2,88894,Ross Barkley,AVL,False,Barkley,False,15.15,9.219999999999999,3.0300000000000002,1.45,1.31,1.8,1.55,1.53,1.58,1.55,1.43,1.56,1.4,16.59,3.318,3.34,2.56,3.28,2.89,2.21,2.31,7.370000000000001,,True,14.468,0.442,0.24,2.1315999999999997,6.8387,0.1718677307481541,80.3992957746479,player history,1128.5,0.3000054654936553,0.1160037215318397,8.050650557620818,0.0,,,4.0,21.0,844.0,1.52,1.28033005,0.16208530805687205,0.13652808590047394,17.0,3.0,2.0,7.0,22.0,0.3181818181818182,11.0,1.0,11.0,0.0,0.0,0.0916761005372474,-0.0195020800368329,8,11,0.667472079995315,1921.0,26.0,26.0,1.4559886468855003,12.45,0.9473005095465162,0,5.0
Elliott,Elliott (LIV),Liverpool,MID,5.5,0.1,444884,Harvey Elliott,LIV,False,Elliott,False,15.08,9.350000000000001,2.7418181818181817,1.62,1.53,1.71,1.57,1.49,1.43,1.51,1.46,1.3,1.47,1.3599999999999999,0.24727272727272726,0.26,0.27,0.22,0.22,0.2,0.19,-7.990000000000002,,True,14.844,0.122,0.114,2.1117,7.084899999999999,0.0706875124813203,82.56268656716416,player history,290.0,0.3649070905496829,0.1291565620084566,7.6253602305475505,0.0,,,,6.0,110.0,0.29000000000000004,0.09255641,0.23727272727272727,0.07572797181818182,5.0,0.0,0.0,1.0,11.0,0.09090909090909091,200.0,5.0,40.0,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.5
Dorgu,Dorgu (MUN),Man United,MID,6.0,1.2,596777,Patrick Dorgu,MUN,False,Dorgu,False,15.04,9.12,2.5066666666666664,1.74,1.51,1.44,1.38,1.4,1.65,1.46,1.56,1.39,1.51,12.68,2.1133333333333333,2.72,2.39,1.95,1.84,1.9,1.88,3.5600000000000005,,True,13.796,0.868,0.376,2.3493,6.7924999999999995,0.2775240950777869,86.95043103448276,player history,1861.0,0.2185386791059961,0.134379499957087,7.407676056338028,0.0,,,,27.0,1440.0,2.36,1.77406001,0.1475,0.110878750625,26.0,4.0,4.0,15.0,28.0,0.5357142857142857,349.0,6.0,58.166666666666664,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,6.0
Yirenkyi,Yirenkyi (COV),Coventry,MID,5.0,0.2,661888,Caleb Yirenkyi,COV,False,Yirenkyi,True,15.0,9.659999999999998,3.0,1.1,3.41,1.13,1.3,1.27,1.45,1.33,1.38,1.39,1.23,18.43,3.686,2.76,3.59,2.76,3.08,2.97,3.27,8.770000000000001,,True,12.998,1.051,0.9510000000000001,2.4455,4.9985,0.3911100169568453,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,,,,,,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,5.0
Belloumi,Belloumi (HUL),Hull,MID,5.0,0.6,540324,Mohamed Belloumi,HUL,False,Belloumi,True,14.93,9.46,2.9859999999999998,1.32,2.72,1.35,1.3,1.37,1.4,1.34,1.38,1.55,1.2,17.16,3.432,2.85,3.07,2.98,2.55,2.75,2.96,7.699999999999999,,True,13.192,0.74,0.998,2.2491,4.5985,0.4430943218278431,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,2.0,3.0,,,,,,,,,,,,,168.0,2.0,84.0,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,5.0
Savinho,Savinho (TOT),Tottenham,MID,6.5,0.3,510281,Sávio Moreira de Oliveira,TOT,False,Savinho,False,14.85,9.81,2.2846153846153845,1.2,3.78,1.16,1.27,1.26,1.14,1.43,1.2,1.27,1.16,,,,,,,,,,,False,14.208,0.42,0.222,2.3386,7.055199999999999,0.1131339449496284,82.83820754716982,player history,1702.0,0.4594387708156562,0.209927555220301,7.108920299322961,0.0,,,,27.0,817.0,2.33,1.62037809,0.25667074663402695,0.1784994223990208,20.0,1.0,2.0,7.0,27.0,0.25925925925925924,160.0,2.0,80.0,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,
Crooks,Crooks (HUL),Hull,MID,4.5,0.7,101282,Matt Crooks,HUL,False,Crooks,True,14.85,9.389999999999999,3.3,1.32,2.69,1.35,1.3,1.34,1.39,1.31,1.42,1.53,1.19,16.07,3.571111111111111,2.7,2.82,2.75,2.41,2.64,2.75,6.6800000000000015,,True,13.084,0.726,1.04,2.1834,4.5358,0.4585259078455938,83.1,positional fallback,0.0,0.1780987351903563,0.0833402645216931,8.189865176177413,0.0,,,,,,,,,,,,,,,,168.0,2.0,84.0,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.5
Tel,Tel (TOT),Tottenham,MID,6.0,0.5,511499,Mathys Tel,TOT,False,Tel,False,14.84,9.589999999999998,2.473333333333333,1.25,3.28,1.22,1.31,1.33,1.2,1.46,1.23,1.32,1.24,14.52,2.42,3.16,2.77,2.32,2.43,2.16,1.68,4.9300000000000015,,True,13.97,0.584,0.286,2.2579000000000002,6.3782,0.1612044798777482,81.10646551724138,player history,1790.5,0.334513099248367,0.1734560613799237,7.693138395082239,0.0,,4.0,4.0,32.0,1334.0,2.46,2.62143698,0.1659670164917541,0.1768585668665667,35.0,4.0,2.0,13.0,38.0,0.34210526315789475,162.0,4.0,54.0,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,6.0
Dubravka,Dubravka (TOT),Tottenham,GK,4.0,18.9,67089,Martin Dubravka,TOT,False,Dubravka,False,14.81,8.39,3.7025,1.26,1.27,1.51,1.71,1.62,1.02,2.01,1.11,1.88,1.41,0.52,0.13,0.06,0.08,0.08,0.1,0.1,0.1,-7.870000000000001,,True,8.643,6.167,0.0,2.179,6.51,0.5531713745996422,89.9875273522976,player history,3600.0,0.0033674203548387,3.65925925925926e-05,2.4436363636363634,0.0,,,,38.0,3150.0,0.0,0.06341433,0.0,0.001811838,0.0,0.0,0.0,35.0,38.0,0.9210526315789473,45.0,2.0,22.5,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,4.0
Hudson-Odoi,Hudson-Odoi (NFO),Nott'm Forest,MID,6.0,0.2,209046,Callum Hudson-Odoi,NFO,False,Hudson-Odoi,False,14.8,9.07,2.466666666666667,1.53,1.28,1.6,1.44,1.78,1.44,1.32,1.6,1.47,1.35,6.629999999999999,1.1049999999999998,1.07,0.91,1.11,1.02,1.34,1.18,-2.4400000000000013,,True,13.71,0.996,0.094,2.1094999999999997,6.100099999999999,0.3825060482593393,83.01691394658754,player history,2938.5,0.2568462914716689,0.1490022510889662,5.747141205190801,0.0,,4.0,,30.0,1838.0,2.78,2.9946583799999997,0.13612622415669207,0.14663724385201304,28.0,3.0,4.0,21.0,30.0,0.7,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,6.0
Armstrong,Armstrong (EVE),Everton,MID,5.0,0.2,609873,Harrison Armstrong,EVE,False,Armstrong,False,14.78,9.619999999999997,2.956,1.3,2.87,1.27,1.27,1.45,1.46,1.32,1.1,1.31,1.45,2.18,0.43600000000000005,0.46,0.31,0.32,0.31,0.39,0.39,-7.439999999999998,,True,13.315999999999999,0.863,0.601,2.2145,6.0736,0.2281889994773075,81.18411214953271,player history,547.5,0.2259273506314581,0.0704620947475648,8.50816582914573,0.0,,,,18.0,524.0,0.79,0.2105086,0.13568702290076337,0.036156057251908395,5.0,0.0,0.0,6.0,20.0,0.3,270.0,3.0,90.0,0.0,0.12,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,5.0
Robertson,Robertson (TOT),Tottenham,DEF,4.5,3.9,122798,Andrew Robertson,TOT,False,Robertson,False,14.67,9.229999999999999,3.26,1.2,2.94,1.3,1.42,1.36,1.01,1.62,1.11,1.47,1.25,17.27,3.8377777777777777,3.2,3.53,2.78,3.21,2.76,1.79,8.040000000000001,,True,10.561,3.291,0.818,2.3936,6.6925,0.1973399048071328,85.14808362369337,player history,2411.0,0.1818298080809113,0.1373764663658156,5.471220635651775,0.0,,,3.0,27.0,1165.0,1.1,1.3688605600000001,0.0849785407725322,0.10574888446351932,10.0,1.0,0.0,11.0,38.0,0.2894736842105263,90.0,1.0,90.0,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,4.5
Gudmundsson,Gudmundsson (LEE),Leeds,DEF,4.5,0.0,243526,Gabriel Gudmundsson,LEE,False,Gudmundsson,False,14.66,8.67,3.2577777777777777,1.47,1.19,1.42,1.74,1.78,1.07,1.42,1.53,1.27,1.76,9.63,2.14,0.0,0.0,2.02,2.93,3.03,1.65,0.9600000000000009,,True,8.908,4.2620000000000005,1.49,2.5643000000000002,6.9117999999999995,0.4893830319917726,88.36053412462908,player history,2637.0,0.1278301942577626,0.0813903847650605,7.421905572096979,0.0,,,,32.0,2637.0,1.13,2.69183981,0.038566552901023884,0.09187166587030716,16.0,0.0,0.0,30.0,31.0,0.967741935483871,35.0,1.0,35.0,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,4.5
Steur,Steur (NEW),Newcastle,MID,5.0,0.1,636852,Sean Steur,NEW,False,Steur,True,14.61,8.85,2.9219999999999997,1.46,1.21,1.46,1.43,1.79,1.5,1.54,1.39,1.46,1.37,12.89,2.5780000000000003,2.44,2.21,2.2,1.9,2.31,1.83,4.040000000000001,,True,12.286999999999999,0.9590000000000001,1.364,2.8195,6.122400000000001,0.3342368753289007,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,360.0,5.0,72.0,0.11,0.39,0.0770729134891279,-0.0857761118046507,10,16,0.4131237756486222,1838.0,34.0,11.0,1.387198849514487,10.0,1.1934362314133091,0,5.0
Ndoye,Ndoye (NFO),Nott'm Forest,MID,5.5,0.4,456512,Dan Ndoye,NFO,False,Ndoye,False,14.56,9.47,2.6472727272727274,1.33,2.66,1.42,1.28,1.5,1.28,1.19,1.41,1.25,1.25,16.54,3.0072727272727273,3.04,2.43,2.83,2.5,3.18,2.56,7.0699999999999985,,True,13.304000000000002,0.87,0.386,1.9721999999999997,5.5478000000000005,0.2393325312959911,80.48853503184714,player history,1167.0,0.2192935634556997,0.1111420805596725,7.6511178581286226,0.0,,,,27.0,1167.0,1.09,1.53619324,0.08406169665809769,0.11847248637532133,15.0,1.0,2.0,14.0,29.0,0.4827586206896552,90.0,2.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
J.Cuenca,J.Cuenca (FUL),Fulham,DEF,4.5,0.0,246301,Jorge Cuenca Barreno,FUL,False,J.Cuenca,False,14.55,8.209999999999999,3.2333333333333334,1.3,1.34,1.51,1.22,1.31,1.53,1.89,1.49,1.38,1.59,13.959999999999999,3.102222222222222,2.68,2.73,2.78,1.81,1.95,2.01,5.75,,True,7.913,3.971,2.666,2.5688,7.711799999999999,0.3769113465380526,87.61299435028249,player history,1110.0,0.0666714415186246,0.0285786900389749,10.974548404542997,0.0,,,,21.0,935.0,0.05,0.57158729,0.004812834224598931,0.05501909743315508,1.0,0.0,0.0,11.0,31.0,0.3548387096774194,,,,,,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,4.5
Palestra,Palestra (CHE),Chelsea,DEF,5.5,2.6,620109,Marco Palestra,CHE,False,Palestra,True,14.54,8.67,2.6436363636363636,1.4,1.24,1.1,2.17,1.25,1.51,1.36,1.68,1.41,1.43,21.959999999999997,3.9927272727272722,3.51,3.88,2.26,5.06,3.25,4.0,13.289999999999997,,True,8.427,3.937,2.176,3.2088,7.865600000000001,0.2509183711943619,87.5,positional fallback,0.0,0.1284988437474404,0.0645554389842239,8.421520428158146,0.0,,,,,,,,,,,,,,,,231.0,3.0,77.0,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,5.5
McAteer,McAteer (IPS),Ipswich,MID,4.5,1.4,461587,Kasey McAteer,IPS,False,McAteer,False,14.51,8.56,3.2244444444444444,1.49,1.31,1.45,1.43,1.41,1.47,1.3,1.51,1.64,1.5,1.21,0.2688888888888889,0.23,0.15,0.17,0.19,0.2,0.27,-7.3500000000000005,,True,13.189,0.632,0.6890000000000001,1.9777,5.1239,0.2797824451740829,81.38921568627453,player history,426.0,0.2197729672650475,0.0967001055966209,8.4,0.0,,,,,,,,,,,,,,,,54.0,3.0,27.0,0.0,0.0,-0.2918528340454071,-0.2856043837956666,19,19,-1.3315882955947056,1640.0,1001.0,1.85,1.8535840736204665,13.0,0.9266892410460464,1,4.5
Kostoulas,Kostoulas (BHA),Brighton,FWD,5.5,0.2,647850,Charalampos Kostoulas,BHA,False,Kostoulas,False,14.48,9.659999999999998,2.632727272727273,1.27,3.57,1.27,1.29,1.07,1.19,1.29,1.17,1.07,1.29,6.18,1.1236363636363635,1.08,0.92,1.18,1.04,0.86,1.1,-3.4799999999999986,,True,14.372,0.0,0.108,2.0541,6.9884,0.0611001079317137,79.94155844155844,player history,351.0,0.5529588356020941,0.1227668635253054,7.469458987783594,0.0,,,,28.0,351.0,2.15,0.5763630399999999,0.5512820512820513,0.14778539487179487,21.0,2.0,1.0,2.0,29.0,0.06896551724137931,47.0,2.0,23.5,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,5.5
Yates,Yates (NFO),Nott'm Forest,MID,4.5,1.5,204968,Ryan Yates,NFO,False,Yates,False,14.46,8.840000000000002,3.2133333333333334,1.52,1.31,1.53,1.44,1.61,1.43,1.33,1.51,1.43,1.34,1.36,0.3022222222222222,0.2,0.19,0.22,0.22,0.27,0.26,-7.480000000000001,,True,12.643,0.719,1.098,1.8690000000000002,4.8508,0.1475163316044862,83.70174418604651,player history,1554.0,0.1609073106495802,0.0653197061145908,9.567544113393115,0.0,,,,26.0,602.0,0.49,0.40579279999999995,0.07325581395348837,0.060666697674418596,9.0,0.0,2.0,2.0,32.0,0.0625,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,4.5
Yoro,Yoro (MUN),Man United,DEF,5.0,0.7,550864,Leny Yoro,MUN,False,Yoro,False,14.45,8.85,2.8899999999999997,1.73,1.47,1.39,1.27,1.35,1.64,1.38,1.49,1.25,1.47,10.85,2.17,2.42,2.08,1.67,1.46,1.64,1.58,2.0,,True,9.619,3.049,1.782,2.4709,7.2463,0.2309889350094802,84.17870036101083,player history,2311.0,0.0955622967897441,0.021882348853109,9.360546927751518,0.0,,,,34.0,1730.0,1.34,0.62695155,0.06971098265895954,0.03261597658959538,9.0,0.0,1.0,18.0,37.0,0.4864864864864865,331.0,6.0,55.166666666666664,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,5.0
Fofana,Fofana (CHE),Chelsea,DEF,5.0,0.0,444463,Wesley Fofana,CHE,False,Fofana,False,14.43,9.520000000000001,2.886,1.21,3.45,0.96,1.61,1.07,1.22,1.16,1.36,1.13,1.24,12.48,2.496,0.0,0.0,2.11,4.15,2.83,3.39,2.959999999999999,,True,7.579999999999999,3.4160000000000004,3.434,2.4379999999999997,7.122200000000001,0.3370328127715302,84.77649006622516,player history,2306.0,0.0703989688780384,0.0251760564713519,10.954074426184976,0.0,,,,26.0,1718.0,0.72,0.5840593199999999,0.03771827706635623,0.030596821187427237,8.0,0.0,2.0,20.0,31.0,0.6451612903225806,245.0,3.0,81.66666666666667,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,5.0
Lewis,Lewis (MCI),Man City,DEF,4.5,0.2,477064,Rico Lewis,MCI,False,Lewis,False,14.33,8.440000000000001,3.1844444444444444,1.45,1.29,1.65,1.2,1.6,1.25,1.72,1.35,1.5,1.33,7.869999999999999,1.7488888888888887,1.68,1.22,1.57,0.96,1.5,0.94,-0.5700000000000021,,True,10.423,3.631,0.276,2.6742,7.1476,0.2629394782554468,86.53553299492386,player history,1346.5,0.1689567065935425,0.0874450134054202,6.842745596513528,0.0,,,,14.0,401.0,0.19,1.38545166,0.042643391521197005,0.31094925037406485,3.0,0.0,1.0,4.0,27.0,0.14814814814814814,165.0,3.0,55.0,0.0,0.02,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,4.5
Kinsky,Kinsky (TOT),Tottenham,GK,4.5,23.1,485055,Antonín Kinský,TOT,False,Kinsky,False,14.24,8.69,3.1644444444444444,1.13,2.4,1.33,1.54,1.42,0.87,1.75,0.98,1.6,1.23,19.52,4.337777777777777,3.11,3.48,3.16,3.54,3.35,2.88,10.83,,True,8.339,5.901,0.0,2.1925,6.51,0.3048103414930603,89.96369426751593,player history,900.0,0.0070170573,0.002594691998562,0.0,0.0,,,,11.0,630.0,0.0,0.00952939,0.0,0.0013613414285714286,0.0,0.0,0.0,7.0,37.0,0.1891891891891892,135.0,2.0,67.5,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,4.5
Richarlison,Richarlison (TOT),Tottenham,FWD,6.0,3.0,212319,Richarlison de Andrade,TOT,False,Richarlison,False,14.21,8.43,2.3683333333333336,1.4,1.44,1.34,1.49,1.45,1.31,1.64,1.35,1.43,1.35,21.06,3.51,4.08,4.08,3.37,3.64,3.33,2.56,12.629999999999999,,True,14.100000000000001,0.0,0.11,2.4227,7.353,0.1858113268564974,83.55152671755725,player history,2204.0,0.4638715682369815,0.0671171810446333,6.4293564537794605,0.0,4.0,,,33.0,1954.0,7.99,1.4027203,0.368014329580348,0.06460840685772773,61.0,11.0,4.0,20.0,33.0,0.6060606060606061,154.0,4.0,51.333333333333336,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,6.0
